,budget,genres,id,keywords,overview,production_companies,runtime,tagline,title,vote_average,vote_count
112,8000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",680,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4076, ""name"": ""massage""}, {""id"": 8627, ""name"": ""stolen money""}, {""id"": 9730, ""name"": ""crime boss""}, {""id"": 10104, ""name"": ""dance contest""}, {""id"": 11242, ""name"": ""junkyard""}, {""id"": 11423, ""name"": ""kamikaze""}, {""id"": 11434, ""name"": ""ambiguous ending""}, {""id"": 11435, ""name"": ""briefcase""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 11442, ""name"": ""heirloom""}, {""id"": 11446, ""name"": ""pulp fiction""}, {""id"": 11447, ""name"": ""reference to al green""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 14707, ""name"": ""brutality""}]","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Jersey Films"", ""id"": 216}]",154.0,Just because you are a character doesn't mean you have character.,Pulp Fiction,8.3,8428
113,150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",1858,"[{""id"": 2535, ""name"": ""destroy""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10542, ""name"": ""based on toy""}, {""id"": 10607, ""name"": ""transformers""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188178, ""name"": ""teenage hero""}]","Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots â the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""thinkfilm"", ""id"": 12247}, {""name"": ""SprocketHeads"", ""id"": 20011}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",144.0,Their war. Our world.,Transformers,6.6,4040
114,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",240,"[{""id"": 700, ""name"": ""italo-american""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 1950, ""name"": ""vororte""}, {""id"": 4232, ""name"": ""melancholy""}, {""id"": 6049, ""name"": ""praise""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 156024, ""name"": ""corrupt politician""}, {""id"": 158261, ""name"": ""bloody body of child""}, {""id"": 187788, ""name"": ""man punches woman""}]","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""The Coppola Company"", ""id"": 536}]",200.0,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",The Godfather: Part II,8.3,3338
115,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",111,"[{""id"": 416, ""name"": ""miami""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 947, ""name"": ""prohibition""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1578, ""name"": ""loss of sister""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 157223, ""name"": ""bitterness""}]","After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.","[{""name"": ""Universal Pictures"", ""id"": 33}]",170.0,The world is yours...,Scarface,8.0,2948
116,42000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",64688,"[{""id"": 3230, ""name"": ""male friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 9964, ""name"": ""crude humor""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 167541, ""name"": ""buddy comedy""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Stephen J. Cannell Productions"", ""id"": 5585}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",109.0,They thought the streets were mean. Then they went back to high school.,21 Jump Street,6.7,4074
117,85000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",161,"[{""id"": 378, ""name"": ""prison""}, {""id"": 3430, ""name"": ""pickpocket""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 10453, ""name"": ""con artist""}, {""id"": 10530, ""name"": ""atlantic city""}, {""id"": 11362, ""name"": ""cockney accent""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 159355, ""name"": ""card dealer""}, {""id"": 159358, ""name"": ""explosives expert""}, {""id"": 159362, ""name"": ""black and white scene""}, {""id"": 159369, ""name"": ""male""}, {""id"": 159370, ""name"": ""salt lake city utah""}]","Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.","[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Section Eight"", ""id"": 129}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films II"", ""id"": 24939}]",116.0,Are you in or out?,Ocean's Eleven,7.2,3783
118,68000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",228150,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6091, ""name"": ""war""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 11117, ""name"": ""tank""}]","Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}]",135.0,War never ends quietly.,Fury,7.4,3946
119,32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",22907,"[{""id"": 10051, ""name"": ""heist""}]","A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse Attica (Chris Brown) successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals.","[{""name"": ""Rainforest Films"", ""id"": 1309}]",107.0,Who's Taking Who?,Takers,6.0,394
120,35000000,"[{""id"": 35, ""name"": ""Comedy""}]",18785,"[{""id"": 3508, ""name"": ""underwear""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 8070, ""name"": ""stag night""}, {""id"": 11461, ""name"": ""hangover""}, {""id"": 11462, ""name"": ""lost weekend""}, {""id"": 11464, ""name"": ""bag over head""}, {""id"": 11465, ""name"": ""chapel""}, {""id"": 11467, ""name"": ""hit with tire iron""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188960, ""name"": ""elevator""}]","When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug â who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.","[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Green Hat Films"", ""id"": 3527}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""IFP Westcoast Erste"", ""id"": 12235}]",100.0,Some guys just can't handle Vegas.,The Hangover,7.2,6173
121,40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",240832,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2235, ""name"": ""drug mule""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 33637, ""name"": ""superpower""}, {""id"": 34009, ""name"": ""tough girl""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 157959, ""name"": ""surgery""}, {""id"": 234944, ""name"": ""brain capacity""}, {""id"": 234945, ""name"": ""synthetic drug""}, {""id"": 234946, ""name"": ""human brain""}]","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Ciné+"", ""id"": 23616}]",89.0,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,Lucy,6.3,5878
122,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",19150,[],Four retired mobsters plan one last crime to save their retirement home.,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",88.0,,The Crew,6.4,11
123,175000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",297761,"[{""id"": 849, ""name"": ""dc comics""}, {""id"": 1296, ""name"": ""shared universe""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 194404, ""name"": ""supervillain""}, {""id"": 229266, ""name"": ""dc extended universe""}]","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.","[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]",123.0,Worst Heroes Ever,Suicide Squad,5.9,7458
124,82000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9291,"[{""id"": 378, ""name"": ""prison""}, {""id"": 579, ""name"": ""american football""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 5418, ""name"": ""supervisor""}, {""id"": 6075, ""name"": ""sport""}]","Pro quarter-back, Paul Crewe and former college champion and coach, Nate Scarboro are doing time in the same prison. Asked to put together a team of inmates to take on the guards, Crewe enlists the help of Scarboro to coach the inmates to victory in a football game 'fixed' to turn out quite another way.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Callahan Filmworks"", ""id"": 60378}]",113.0,"If you can't get out, get even.",The Longest Yard,6.2,785
125,40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",323675,"[{""id"": 6149, ""name"": ""police""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 164677, ""name"": ""brother-in-law brother-in-law relationship""}, {""id"": 179450, ""name"": ""black men""}, {""id"": 217452, ""name"": ""buddy film""}]","As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Will Packer Productions"", ""id"": 49968}, {""name"": ""Reel Chefs Catering"", ""id"": 83397}]",102.0,The brothers-in-law are back,Ride Along 2,6.1,555
126,190000000,"[{""id"": 28, ""name"": ""Action""}]",168259,"[{""id"": 830, ""name"": ""car race""}, {""id"": 3428, ""name"": ""speed""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 33885, ""name"": ""car""}, {""id"": 40870, ""name"": ""race""}, {""id"": 205399, ""name"": ""muscle car""}]",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""One Race Films"", ""id"": 7154}, {""name"": ""China Film Co."", ""id"": 40890}, {""name"": ""Québec Production Services Tax Credit"", ""id"": 86352}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}, {""name"": ""Abu Dhabi Film Commission"", ""id"": 87857}, {""name"": ""Colorado Office of Film, Television & Media"", ""id"": 87858}]",137.0,Vengeance Hits Home,Furious 7,7.3,4176
127,125000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",51497,"[{""id"": 1161, ""name"": ""brazil""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 9777, ""name"": ""escape from prison""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 12414, ""name"": ""escaped convict""}, {""id"": 33885, ""name"": ""car""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 159953, ""name"": ""automobile racing""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""One Race Productions"", ""id"": 1225}]",130.0,Get the Fifth Gear.,Fast Five,7.1,2438
128,76000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",584,"[{""id"": 416, ""name"": ""miami""}, {""id"": 830, ""name"": ""car race""}, {""id"": 999, ""name"": ""sports car""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 33885, ""name"": ""car""}, {""id"": 159953, ""name"": ""automobile racing""}]","It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.","[{""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}]",107.0,How Fast Do You Want It?,2 Fast 2 Furious,6.2,2028
129,38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9799,"[{""id"": 542, ""name"": ""street gang""}, {""id"": 830, ""name"": ""car race""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 8574, ""name"": ""auto-tuning""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 33885, ""name"": ""car""}, {""id"": 159953, ""name"": ""automobile racing""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}, {""name"": ""Mediastream Film GmbH & Co. Productions KG"", ""id"": 26282}]",106.0,Live life 1/4 mile at a time.,The Fast and the Furious,6.6,3428
130,50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",187017,"[{""id"": 6270, ""name"": ""high school""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 167541, ""name"": ""buddy comedy""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Cannell Studios"", ""id"": 9194}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""33andOut Productions"", ""id"": 34035}, {""name"": ""JHF Productions"", ""id"": 34036}]",112.0,They're not 21 anymore,22 Jump Street,7.0,3319
131,28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",277216,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 740, ""name"": ""aids""}, {""id"": 796, ""name"": ""police brutality""}, {""id"": 897, ""name"": ""rap music""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2016, ""name"": ""vandalism""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2930, ""name"": ""freedom of speech""}, {""id"": 4108, ""name"": ""protest""}, {""id"": 4562, ""name"": ""rapper""}, {""id"": 4741, ""name"": ""recording contract""}, {""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 6093, ""name"": ""assault""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9932, ""name"": ""feud""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 156158, ""name"": ""racial slur""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 158111, ""name"": ""no opening credits""}, {""id"": 160497, ""name"": ""wrongful arrest""}, {""id"": 163764, ""name"": ""death of brother""}, {""id"": 169213, ""name"": ""milwaukee wisconsin""}, {""id"": 169590, ""name"": ""police raid""}, {""id"": 178036, ""name"": ""police harassment""}, {""id"": 178929, ""name"": ""detroit michigan""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187903, ""name"": ""gangster rap""}, {""id"": 195162, ""name"": ""record company""}, {""id"": 208289, ""name"": ""1980s""}, {""id"": 217467, ""name"": ""music tour""}, {""id"": 217469, ""name"": ""reference to rodney king""}, {""id"": 217474, ""name"": ""intimidation by police""}, {""id"": 217475, ""name"": ""los angeles riots""}, {""id"": 217482, ""name"": ""compton california""}]","In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebelsâarmed only with their lyrics, swagger, bravado and raw talentâstood up to the authorities that meant to keep them down and formed the worldâs most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.","[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Broken Chair Flickz"", ""id"": 63924}, {""name"": ""Crucial Films"", ""id"": 63925}]",147.0,The Story of N.W.A.,Straight Outta Compton,7.7,1355
132,37000000,"[{""id"": 35, ""name"": ""Comedy""}]",12153,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 11860, ""name"": ""fish out of water""}, {""id"": 165282, ""name"": ""high society""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 201554, ""name"": ""crossdressing""}]","Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Wayans Bros. Entertainment"", ""id"": 1608}, {""name"": ""Gone North Productions"", ""id"": 67253}]",109.0,They're going deep undercover.,White Chicks,6.3,679
133,250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",271110,"[{""id"": 393, ""name"": ""civil war""}, {""id"": 6091, ""name"": ""war""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}]","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Vita-Ray Dutch Productions (III)"", ""id"": 84424}, {""name"": ""Deluxe Digital Studios"", ""id"": 84425}]",147.0,Divided We Fall,Captain America: Civil War,7.1,7241
134,120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",76170,"[{""id"": 233, ""name"": ""japan""}, {""id"": 1462, ""name"": ""samurai""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10761, ""name"": ""superhuman""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",126.0,"When he's most vulnerable, he's most dangerous.",The Wolverine,6.3,4053
135,200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",102382,"[{""id"": 1523, ""name"": ""obsession""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 13040, ""name"": ""electrocution""}, {""id"": 33977, ""name"": ""medical experiment""}, {""id"": 41594, ""name"": ""electricity""}, {""id"": 163455, ""name"": ""super powers""}]","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwenâs father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Avi Arad Productions"", ""id"": 31828}, {""name"": ""Matt Tolmach Productions"", ""id"": 53462}]",142.0,No more secrets.,The Amazing Spider-Man 2,6.5,4179
